Quarter,Electricity,Stationary,Transport,Fugitives,Industrial,Agriculture,Waste,Land sector
Sep-2004,51.2422251898119,22.0095698079342,20.7976676237880,11.2320865035059,7.4784129948804,21.6697679209213,3.9671712526983,20.3416798488865
Dec-2004,46.2750093168263,19.0635714540781,21.7006924096763,10.6330799324531,7.5121262157492,21.6697679209213,3.9671712526983,20.3416798488865
Mar-2005,49.3905655925281,18.1405723516267,20.0323397845171,9.8356249805076,7.5098365019674,21.1986860095969,3.8809283993788,19.8994694173890
Jun-2005,49.7656878838698,22.3996545828834,20.1386520887283,11.0907150746687,7.6298931215343,21.4342269652591,3.9240498260385,20.1205746331377
Sep-2005,52.4459392458333,22.0386168670090,21.1306430591270,11.4035283568915,7.7784833758897,21.2431728603889,3.9023481439995,21.8714745798704
Dec-2005,47.5264009112572,18.8633907259037,22.0367567078531,10.7088951024688,7.6501671196470,21.2431728603889,3.9023481439995,21.8714745798704
Mar-2006,50.2975572349057,17.8391516772167,20.3490945160377,10.0369121369453,7.5157004175641,20.7813647547282,3.8175144886951,21.3960077411776
Jun-2006,50.9559181277846,22.0344678781510,20.4784309909149,11.4940243686971,7.6715788796217,21.0122688075585,3.8599313163473,21.6337411605240
Sep-2006,53.2797389755227,22.1447402675039,21.6665034815396,12.1510628830257,8.2306676139484,20.2370464259789,4.0007801431037,23.8906512895970
Dec-2006,48.0682263717528,19.0549496966307,22.5882599860217,11.4053056512292,8.2151261783373,20.2370464259789,4.0007801431037,23.8906512895970
Mar-2007,51.0140032247656,17.7181781474176,20.8596407320158,10.7736564078774,8.0631688231538,19.7971106341098,3.9138066617318,23.3712893050406
Jun-2007,51.6719978257749,22.2225008364189,21.0043761198942,12.2960261166452,8.1504407592045,20.0170785300443,3.9572934024178,23.6309702973188
Sep-2007,53.7409912114684,22.9450128782326,21.9197671525965,12.8619513696185,8.2280739026327,19.4942530989477,4.1190189148376,20.3914465545934
Dec-2007,48.3029120270615,19.6664262667350,22.8588187495807,10.7198501131901,8.1704634731834,19.4942530989477,4.1190189148376,20.3914465545934
Mar-2008,51.6881963156695,17.9641953429242,21.1071622282566,10.7508167051847,8.1054488186087,19.2823590435243,4.0742469701111,20.1698003963913
Jun-2008,52.1403643238002,22.9786127644091,21.2778248791977,11.5922817686249,8.1698923341175,19.2823590435243,4.0742469701111,20.1698003963913
Sep-2008,55.1431459622413,23.8340058476237,22.1278667019085,11.5892824229924,8.4475622327614,19.5962429823095,4.0849570836663,19.8566744890255
Dec-2008,49.2981400635985,20.0443903836149,23.0954038352413,11.6362292686039,8.0659764955622,19.5962429823095,4.0849570836663,19.8566744890255
Mar-2009,53.5058606493298,16.8216004752892,21.3225213371615,10.2403004418251,6.9583766440513,19.1702377000854,3.9961536688040,19.4250076523075
Jun-2009,53.6784723009310,21.7251606056662,21.4811455766523,12.1266950387217,7.0326312483918,19.3832403411974,4.0405553762352,19.6408410706665
Sep-2009,53.3151134988517,22.2068807401401,22.4886192446979,12.1088522432258,8.1060590488342,18.9294247249847,4.0464408389138,16.6759179849687
Dec-2009,47.9444852011994,19.3563467699136,23.5054606896315,11.0557310996933,8.3973798266571,18.9294247249847,4.0464408389138,16.6759179849687
Mar-2010,51.8514679621384,18.1140653303645,21.6997318742963,10.5568883188591,8.4636241775767,18.5179154918328,3.9584747337200,16.3133980287738
Jun-2010,51.9164944040215,23.0056935239033,21.8475451062853,11.6061387897281,8.4719289095718,18.7236701084088,4.0024577863169,16.4946580068712
Sep-2010,51.4887402535334,23.1190618528886,23.1483918790510,12.3020039041636,8.6409092759167,20.1472177934776,3.9303564542074,11.3487408891590
Dec-2010,46.7127739079562,19.9162122606186,24.1709707570867,11.3139468370540,8.6929583183938,20.1472177934776,3.9303564542074,11.3487408891590
Mar-2011,50.1626090846977,18.5968654595036,22.3310249788840,9.4557680925927,8.5299462086030,19.7092347979672,3.8449139225942,11.1020291306991
Jun-2011,50.0399563707880,23.3020903237836,22.5181371894359,10.6544529105442,8.3853255653940,19.9282262957224,3.8876351884008,11.2253850099291
Sep-2011,51.1132594101664,25.0601661434446,23.4096338719104,11.3171006423215,8.6117648723392,20.4719542745186,3.5848532651792,6.7295470368781
Dec-2011,48.6361560393818,20.7705408806452,23.7634128642103,11.0651361366482,7.8406491902211,20.4719542745186,3.5848532651792,6.7295470368781
Mar-2012,50.5280552102308,19.2477702694919,22.9398323307715,10.1266674582451,7.7564498570573,20.2494330324043,3.5458874688186,6.6563997864772
Jun-2012,48.7606010197825,23.4260670310201,22.5690565607353,11.9718364590336,7.6871403545442,20.2494330324043,3.5458874688186,6.6563997864772
Sep-2012,47.1062473662873,25.3130906398350,23.5202812325791,11.5537958569537,7.5125881026869,20.5929430752502,3.3491834415839,4.3612213983112
Dec-2012,45.5728208844762,22.5875009821129,23.9462765589146,11.3551587750860,7.5003588536430,20.5929430752502,3.3491834415839,4.3612213983112
Mar-2013,47.1392018310316,20.1147720365314,23.4325691699031,10.6501211321562,7.3063190648383,20.1452703997012,3.2763751058973,4.2664122374783
Jun-2013,47.1486165097059,24.9145930923787,23.1690617988893,11.5976519840381,7.3698743068629,20.3691067374757,3.3127792737406,4.3138168178948
Sep-2013,44.5285619011929,25.0095564312706,24.0363448336412,10.8006346720258,7.5009250834453,20.6755550741517,3.3366717112785,5.1333562285577
Dec-2013,43.9373447325874,22.8488081132280,24.2348429649805,10.9136481696630,7.4998229386323,20.6755550741517,3.3366717112785,5.1333562285577
